x	y	effect_size
3.4754202365875244	-37.7376823425293	0.910277105
4.553345203399658	-41.0391731262207	1.249567419
4.748498439788818	-37.826148986816406	0.851958678
4.725742816925049	-36.86162185668945	1.035199338
2.406461715698242	-38.27864456176758	1.185494255
-4.1392011642456055	-32.652687072753906	0.984761464
-18.50889015197754	-41.15945053100586	-0.410315447
-16.187841415405273	-38.13654708862305	0.42368262
-7.818343639373779	-33.276885986328125	1.310362172
-4.912548065185547	-34.78133773803711	0.55134594
-6.74036979675293	-41.7165412902832	0.47478473
-10.439037322998047	-29.98514747619629	1.162550228
-6.445650100708008	-31.892559051513672	0.951943435
-6.343755722045898	-34.400917053222656	0.902996183
-3.6926016807556152	-39.867637634277344	0.781076009
-5.742209434509277	-33.663848876953125	0.241694005
-3.7263824939727783	-39.86051559448242	0.805744281
-17.03986358642578	-40.965728759765625	0.392654333
-31.51271629333496	-40.786766052246094	1.057491557
-30.07773780822754	-34.525779724121094	0.29472688
-34.110069274902344	-38.847145080566406	0.737666348
-31.299062728881836	-42.68760681152344	0.955377846
-33.23491287231445	-41.00494384765625	1.156385875
-33.46159362792969	-40.4265251159668	1.001297929
-33.10200500488281	-39.07619094848633	1.001538775
5.763954162597656	-38.64384078979492	0.806351869
-30.497220993041992	-37.093509674072266	0.441768962
-34.911590576171875	-40.11265182495117	0.891181313
-31.26173210144043	-37.33027648925781	1.207308601
-31.6667537689209	-39.03277587890625	0.329349193
-28.038711547851562	-42.448246002197266	-1.070039775
-33.76518630981445	-42.756126403808594	1.063540438
-32.56984329223633	-41.268253326416016	0.973457315
-29.78680419921875	-37.95600509643555	0.88700935
-28.443180084228516	-45.65837860107422	-0.87295311
-32.3711051940918	-44.03036117553711	0.891182796
-30.895343780517578	-44.20560836791992	0.771984184
-30.521203994750977	-40.19288635253906	0.564154404
-31.695545196533203	-43.09160614013672	0.884224039
-26.870214462280273	-40.32442092895508	-0.644258824
-29.076961517333984	-43.43165588378906	-0.678002921
-27.832134246826172	-44.91323471069336	-0.861753957
-26.628070831298828	-40.42790222167969	-0.762082838
-27.71588897705078	-44.35075378417969	-0.873978171
-28.02710723876953	-42.07384490966797	-0.967004858
-26.51032829284668	-43.36398696899414	-0.777701695
7.1144819259643555	-33.88142776489258	0.494216435
41.581787109375	-18.960765838623047	0.055971116
18.02113914489746	-13.020544052124023	0.841589137
