x	y	effect_size
-8.910287857055664	-17.766162872314453	-0.6108243760081942
-6.611202239990234	-21.429990768432617	-0.4328269886331971
-8.635547637939453	-20.315589904785156	0.5703840630423488
-10.254387855529785	-18.39687156677246	0.6155117469557957
-8.894195556640625	-21.756183624267578	-0.6342522845189511
-35.83918380737305	24.857255935668945	-0.6010589318922922
-56.29179382324219	27.61159324645996	-0.6197180224678508
-57.07572555541992	23.309423446655273	0.0831258681651842
-41.234458923339844	28.411653518676758	0.8922521380017557
-37.17595672607422	26.3486328125	0.8847195495382442
-40.25984191894531	31.950220108032227	-0.760102547937996
-41.0577392578125	32.3543586730957	0.7963850818071752
-40.51005172729492	29.856464385986328	-0.7560585566950423
-42.162391662597656	24.8234806060791	0.9105674008517296
-41.13456344604492	36.92795181274414	-0.6058231153166906
-42.41468811035156	24.18211555480957	-0.6715229008969432
-41.11066818237305	36.31806564331055	0.9336840695388486
-54.76161575317383	25.29570770263672	-0.7240766684453309
-67.67465209960938	19.434688568115234	0.0215381889972904
-63.55188751220703	18.24003791809082	-0.1303815970934961
-65.33409118652344	22.202932357788086	-0.2620993927614769
-67.0771255493164	18.027549743652344	0.0717460816999087
-66.66431427001953	20.826904296875	-0.1841895302797787
-67.42182922363281	21.899587631225586	-0.1899255989468665
-65.1113510131836	23.57265281677246	-0.2227763883115479
-7.409599781036377	-19.825815200805664	0.7028073068728601
-64.70032501220703	16.72515296936035	0.2065756734752677
-66.22557830810547	23.362096786499023	-0.0835284977677715
-64.49617004394531	19.966508865356445	-0.3756295926706103
-62.530643463134766	20.08024024963379	-0.0381655954936163
-70.19418334960938	16.196569442749023	-0.0186594725278221
-70.22850799560547	22.493396759033203	-0.2745409420479063
-68.2438735961914	22.7872257232666	-0.5365484913136045
-65.54975891113281	18.459396362304688	0.1425028830917322
-68.40685272216797	15.210439682006836	-0.6004806120888722
-68.92147064208984	20.569501876831055	-0.4561867558212186
-66.97447204589844	16.70775604248047	-0.1883478448895031
-58.940616607666016	23.197538375854492	-0.0137026678853619
-69.96459197998047	21.06800079345703	-0.3548320087996494
-71.73947143554688	19.037586212158203	-0.3568511158314612
-71.11504364013672	16.971466064453125	-0.4709313952792999
-69.98062133789062	18.443876266479492	-0.1537306375819514
-72.29252624511719	20.05215835571289	-0.6022809476725496
-69.0726318359375	16.895353317260742	-0.3676490836587051
-71.38288116455078	14.699896812438965	-0.0300660795408369
-74.02465057373047	18.484439849853516	-1.068785989205275
13.022202491760254	-26.978958129882812	-0.3314758964982934
-31.57599639892578	-12.627928733825684	-0.7585133892509378
11.521410942077637	-29.816442489624023	-0.2902954517685635
24.226537704467773	-26.079965591430664	-0.5225414713328549
26.52374267578125	-41.48163986206055	-0.3387722764425064
-31.797853469848633	3.9976894855499268	-0.4229415144740115
41.40952682495117	-18.919923782348633	-0.2457056731210953
23.791452407836914	-33.60405731201172	-0.4372565334024359
-5.726349830627441	-24.410430908203125	-0.1761699763135243
-17.565092086791992	-24.09981346130371	-0.0659879420485698
-34.156856536865234	22.1975040435791	-0.2258130950331929
-28.14373207092285	-20.15707015991211	-0.6566269443210252
43.71839904785156	-12.092937469482422	-0.4318281611910529
36.64314270019531	-6.476984024047852	-0.3913883683837765
-15.530500411987305	-50.86231994628906	0.0361394636815184
33.697139739990234	-16.662845611572266	-0.2428244775582005
33.15701675415039	-35.985679626464844	-0.3645815816677458
-51.2232780456543	-4.917739391326904	0.2705236543775051
25.495267868041992	-25.28548812866211	-0.5949438026115176
25.598705291748047	1.500679612159729	-0.4195541401607118
16.121652603149414	-29.709688186645508	-0.3596756132243681
12.881875991821289	11.611106872558594	-0.2528605353982363
-17.840620040893555	-23.955957412719727	-0.0659879420485698
16.117828369140625	-38.78184509277344	-0.613116909450608
21.833675384521484	25.687713623046875	0.1135262136965352
-32.9064826965332	-15.694348335266113	-0.5239751034037964
26.505922317504883	7.055530071258545	-0.1183015768761125
-0.23006652295589447	-37.087013244628906	-0.4314922887084769
-38.59436798095703	-2.0421953201293945	-0.396657324578842
-0.12276748567819595	-35.48851013183594	-0.6186314456027967
-8.245272636413574	-10.17841625213623	-0.5524943181437616
15.298577308654785	-26.629247665405273	-0.3386635213309395
25.640949249267578	-10.28748607635498	-0.413753758033336
-41.02128982543945	-6.308773040771484	-0.5163226909250943
21.269010543823242	-39.16142272949219	-0.6196718381908475
20.91998863220215	-43.720664978027344	-0.2051628045256549
47.22433090209961	-25.87884521484375	-0.286086470043343
-19.851886749267578	-46.66463088989258	-0.5120309365472908
-37.501705169677734	7.25173282623291	-0.3014739735126587
-21.492794036865234	-19.56334114074707	-1.107206233406624
-13.345185279846191	-44.38561248779297	-1.1019284821627646
37.41706466674805	-5.661623954772949	-0.4395985967618789
31.155717849731445	9.936637878417969	0.0006561361340928
17.71980857849121	-31.19744873046875	-0.3275068444376381
33.09648132324219	-10.185358047485352	-0.1069383949335918
54.370540618896484	-20.509708404541016	-0.295202863140506
3.7558608055114746	5.817209720611572	-0.044052774021782
25.682226181030273	-1.3739125728607178	-0.5345803189497903
-7.511157035827637	5.138826847076416	-0.1166704205972668
-17.275421142578125	47.93333053588867	-0.2588671004889727
-5.552320957183838	-48.660667419433594	-0.6606446076119992
14.005367279052734	-35.49101638793945	-0.4297619458969474
39.31462097167969	-22.34589958190918	-0.2344493230889734
25.360633850097656	-7.00039529800415	-0.41659098868909
20.07703399658203	-35.848724365234375	-0.7355212966859555
-12.065024375915527	-34.2817497253418	-0.7728652601685169
14.081902503967285	-28.687482833862305	-0.173443778912562
3.6948914527893066	-34.507442474365234	-0.5167833640796777
-51.2232780456543	-4.917739391326904	0.2705236543775051
-9.576308250427246	-16.60101890563965	-0.1111865157297831
-11.110599517822266	0.8474318981170654	-0.4578577464631783
5.684134006500244	-24.466238021850586	-0.4669399826341133
-34.71720504760742	14.55405330657959	-0.0042004382700718
-17.951818466186523	-29.6724796295166	-0.1323873392275331
39.66275405883789	-32.568904876708984	-0.2057570147684052
43.774620056152344	-13.595680236816406	-0.2347078629362721
43.714195251464844	-21.87912368774414	-0.5444011218506444
-38.18948745727539	-27.975168228149414	-0.4901198936811239
15.005674362182617	-33.68516159057617	-0.1214985211874754
5.674696445465088	31.1901798248291	-0.3031662290235339
-21.65864372253418	-32.9326286315918	-0.9514233672027396
-15.486170768737793	-42.36635971069336	-0.627706006364784
5.185957908630371	-32.43020248413086	-0.1024621439690883
-17.562559127807617	48.0737419128418	-0.2588671004889727
12.24941635131836	-41.667381286621094	-0.8088555320692746
6.875130653381348	20.42047882080078	-0.0367081103432643
13.816265106201172	-6.499449729919434	-0.3451094545666499
11.92962646484375	-38.09014892578125	-0.2370318025500554
-13.230650901794434	29.56108283996582	-0.1432946908393522
17.298192977905273	-25.22332191467285	-0.411986240654299
26.86100959777832	-18.059009552001953	-0.1702267997296649
-46.82356262207031	-29.155540466308594	-0.0360831799194723
26.304290771484375	0.17849695682525635	-0.4313601219168866
-6.280063629150391	40.42316818237305	-0.1927890522295364
35.52882766723633	-25.768138885498047	-0.1909155221315137
9.349477767944336	8.261990547180176	0.5606675593089284
-3.916471004486084	-5.814495086669922	0.4986557525269908
6.869884967803955	-17.03951072692871	0.0431917631865036
-6.996625900268555	28.7760066986084	0.3852761406954225
31.513599395751953	-10.415620803833008	-0.3061820147136017
25.514551162719727	-48.33578872680664	-0.6846710003688896
12.74944019317627	-33.31671142578125	-0.3937461841417241
-38.166542053222656	-0.9109147191047668	-0.2939462849833634
17.073444366455078	-24.5340576171875	-0.7302125459356028
-47.21053695678711	-29.907581329345703	0.0630060820570299
-0.1477174013853073	-19.308788299560547	0.1059484635329266
11.093324661254883	-56.054931640625	-0.1067923987843925
15.552238464355469	22.376150131225586	0.0348065290338449
22.488788604736328	-22.364961624145508	-0.274728065943249
9.192137718200684	-34.058040618896484	-0.437030654797307
-20.28386878967285	-37.37245178222656	-0.716806799138014
0.5697467923164368	-3.872220754623413	0.1466020544527735
30.69460105895996	-41.71992492675781	-0.4698850238517292
13.794017791748047	6.734304428100586	-0.6621870526307045
-5.047188758850098	-23.881940841674805	-0.0841654453141735
-16.319355010986328	-40.02190399169922	0.05676989192633
-0.2510403096675873	31.187475204467773	0.1779080417844009
18.615909576416016	38.62604522705078	-0.1132699051510207
-34.143951416015625	-17.297269821166992	-0.024900965163401
19.746652603149414	-18.495697021484375	-0.5342192749486426
47.306922912597656	-18.793272018432617	0.1791063661425843
-10.254387855529785	-18.39687156677246	0.6155117469557957
21.103023529052734	30.750295639038086	0.0597742333203351
29.445266723632812	-2.810969114303589	-0.294215120192476
-33.825782775878906	36.243064880371094	0.2666504855239829
39.41089630126953	-31.485448837280273	-0.2113976941082925
7.777030944824219	20.564430236816406	-0.0215008851133139
-4.132771968841553	41.93457794189453	0.095533432408298
-31.5484619140625	-12.099470138549805	-0.7585133892509378
11.693197250366211	-3.4851431846618652	-0.3158385049456562
23.77386474609375	-24.680723190307617	-0.543694326868731
4.981579780578613	-53.49604415893555	-0.2211065437744472
-40.62214660644531	0.15572866797447205	-0.3575224104175621
-19.39214324951172	-25.75252914428711	-0.3669124002341444
40.17988586425781	-14.620614051818848	-0.4638323609590833
9.244182586669922	-7.203991413116455	-0.0149308652406437
38.53080749511719	8.258397102355957	0.1091939413511463
-28.39372444152832	11.486515045166016	-0.2477468990520857
0.5458368062973022	14.412014961242676	-0.2959519748230491
-7.605015754699707	-28.88805389404297	-0.6113353341544422
-23.517436981201172	-29.874874114990234	-0.7894895242331241
-24.143878936767578	16.184551239013672	0.1214619627338848
-6.965113162994385	34.49882888793945	-0.122893079871029
-7.543489933013916	-37.098323822021484	-0.7827017303441237
-22.43907356262207	24.28546142578125	-0.442670883767235
52.43061828613281	2.5007266998291016	-0.5117280925072274
8.948857307434082	-21.696247100830078	-0.4734475425490579
-17.910938262939453	-30.47503089904785	-0.2352824638104569
46.746604919433594	-5.808201313018799	-0.1310372395040542
24.69788932800293	-7.029718399047852	0.003954547382735
-16.437881469726562	-14.994230270385742	-0.8690609909467327
-33.470062255859375	2.3300607204437256	-0.2408388963301029
43.10182571411133	-13.68228530883789	-0.1464048704984337
-21.655893325805664	42.04072570800781	-0.0584766057145693
41.612483978271484	3.104999303817749	-0.0226821057950065
-22.052772521972656	-20.0236759185791	-0.5378253452774293
-28.891498565673828	39.4974479675293	0.0387095163322116
-11.129051208496094	8.748737335205078	0.0436714526989745
0.8691396713256836	28.56101417541504	-0.0769096049774053
2.0831217765808105	6.836816310882568	0.1277923238266522
-17.523366928100586	11.772774696350098	-0.1654156224196838
-3.801971435546875	-23.216699600219727	2.260319211604664e-05
7.0198211669921875	-34.63843536376953	-0.5425832447089507
-2.320868730545044	0.837475597858429	0.1460682232414646
-29.628828048706055	-19.639610290527344	0.4077426615393774
27.434131622314453	-20.66206169128418	-0.5037487696223437
0.44673773646354675	35.30349349975586	-0.2287126771322435
-36.80414581298828	29.81273651123047	0.3585928894183373
6.948146343231201	-28.50531768798828	-0.4970668036314575
-17.232507705688477	38.110836029052734	-0.0263535168247392
5.9268622398376465	-51.875064849853516	-0.0331239924726521
19.041278839111328	-32.05282974243164	-0.3142423585665973
30.875518798828125	-3.536033868789673	-0.3174727222234533
-63.55188751220703	18.24003791809082	-0.1303815970934961
-40.232025146484375	-2.3029892444610596	-0.1486352616690691
19.67776107788086	37.118865966796875	-0.1378244052609957
29.46437644958496	30.944110870361328	0.0782300959607807
-27.22392463684082	26.603153228759766	0.1126226303675118
-23.01347541809082	44.956512451171875	-0.505234789776756
7.611359119415283	43.89942932128906	-0.0627556195273642
35.419490814208984	-5.837314605712891	-0.5278707886647477
40.97392654418945	-20.62877082824707	-0.220073070658576
-48.693477630615234	-4.19390344619751	-0.4426907207628201
31.72307014465332	-41.64608383178711	-0.4916853988245257
-42.800262451171875	17.821002960205078	-0.4964842749456115
-11.722745895385742	37.45545959472656	0.0398049232963846
29.02735710144043	-14.146584510803223	-0.0284194691878698
