x	y	cluster	word
-24.070262908935547	-27.134897232055664	7	african
-17.104223251342773	-26.124740600585938	7	african-american
-23.12807846069336	-26.527252197265625	7	Africa
-24.070262908935547	-27.134897232055664	7	African
-39.156593322753906	-1.8150806427001953	6	Edwards
-34.30427551269531	3.5145435333251953	6	essence
-31.155521392822266	-6.927522659301758	4	Abraham
-26.401477813720703	-7.362124443054199	8	Montgomery
21.84688949584961	-43.27916717529297	3	Deputy
-38.70161437988281	-4.341085433959961	6	ebony
-31.49909019470215	-3.628732919692993	4	Frederick
-29.29798698425293	-2.038980484008789	6	Luther
6.487020969390869	-32.01420211791992	5	slaves
19.707237243652344	-42.6164436340332	3	Methodist
-39.83073806762695	0.15206237137317657	6	Andre
21.84688949584961	-43.27916717529297	3	deputy
-36.52406311035156	-12.724472045898438	5	blacks
20.43341064453125	-28.02195930480957	5	inhabitants
-33.67051315307617	-4.338775157928467	4	Freeman
-30.352031707763672	-14.859885215759277	7	Rihanna
-21.052331924438477	-22.525009155273438	7	Sudan
-39.35869598388672	-5.442691802978516	6	Ivory
-38.7016716003418	-4.341041564941406	6	Ebony
-20.274883270263672	-24.556432723999023	7	Ghana
-21.237327575683594	-24.44009780883789	7	Morocco
-29.36735725402832	-3.6960232257843018	6	Dominican
-35.792808532714844	-2.3230366706848145	6	Dwight
-31.693111419677734	-2.2796053886413574	6	Augustine
-36.1315803527832	-0.8255701661109924	6	Ernest
-18.8353271484375	-8.22217845916748	6	Andreas
-27.893972396850586	3.144660234451294	6	Michaels
-32.79935073852539	-7.168024063110352	4	Bowie
-22.67145538330078	-22.36121940612793	7	Guinea
24.888830184936523	-29.282020568847656	10	Electricians
6.580604553222656	-26.90272331237793	5	freed
-25.96658706665039	-10.724027633666992	8	Harlem
-32.5587043762207	7.745206356048584	6	Erica
-20.851999282836914	-0.3723956048488617	8	Fulton
-39.243141174316406	-5.543551921844482	6	ivory
2.5757129192352295	-39.568721771240234	10	piston
-33.65961456298828	10.555122375488281	1	Gabrielle
-38.17431640625	2.137995958328247	6	Angelo
-28.081771850585938	-0.20646294951438904	4	Julius
-38.43635940551758	9.702610969543457	1	Jubilee
-36.526527404785156	-12.726383209228516	5	Blacks
-30.570581436157227	-8.252225875854492	4	Zimmerman
9.265522956848145	-37.016868591308594	10	brethren
-23.102069854736328	-27.276050567626953	7	africa
-10.415545463562012	-15.575352668762207	7	Johannesburg
-28.802734375	-1.2877919673919678	4	Elijah
16.093366622924805	-26.471250534057617	5	baptized
26.100698471069336	-28.931428909301758	10	Locksmith
21.42092514038086	-45.93495559692383	3	Reverend
31.973751068115234	34.837303161621094	9	Gainesville
-24.747177124023438	-0.9933680295944214	8	Eaton
10.058794975280762	-24.368162155151367	5	forgiven
-13.997599601745605	44.3948974609375	0	Dre
-22.279102325439453	1.6367602348327637	4	Watkins
8.603178024291992	-26.24098777770996	5	empowered
-20.399229049682617	-26.81321907043457	7	Africans
-36.95237350463867	-6.774262428283691	6	Negro
-26.318119049072266	-2.4576826095581055	4	Decker
-21.675382614135742	-23.818466186523438	7	Rwanda
11.641407012939453	-26.084545135498047	5	homicide
3.0198378562927246	-19.2845401763916	4	Hebrews
-34.322166442871094	3.501697063446045	6	Essence
11.041614532470703	-38.75566101074219	10	miners
-35.787601470947266	0.5071661472320557	6	Freddy
32.429115295410156	33.4909782409668	9	Fayetteville
26.100698471069336	-28.931428909301758	10	locksmith
-23.53457260131836	-23.001392364501953	7	Mali
-35.143795013427734	-7.866398811340332	6	Voodoo
-22.83216094970703	-23.45438575744629	7	Ethiopian
-36.498016357421875	11.685090065002441	1	Lorraine
13.468857765197754	-5.226473808288574	0	ViolationRe
15.969226837158203	-31.652809143066406	5	evangelical
-18.42533302307129	2.0272154808044434	8	Grange
-37.22967529296875	10.012589454650879	1	Scarlett
11.915669441223145	-22.124887466430664	5	redeemed
23.61229133605957	-43.14439010620117	3	deputies
-34.218902587890625	-0.8866398334503174	6	Emmanuel
-16.244651794433594	-26.95501136779785	7	Egyptians
-26.674400329589844	-9.742280006408691	8	Mahogany
-17.345355987548828	-24.104717254638672	7	Moroccan
-28.965686798095703	1.9687780141830444	6	Crowley
-36.84477615356445	-1.778764247894287	6	Desmond
-32.43674087524414	0.5992501378059387	6	Marquis
15.969226837158203	-31.652809143066406	5	Evangelical
3.4046993255615234	-39.59527587890625	10	Pistons
-29.496021270751953	1.6618150472640991	6	Quentin
24.511465072631836	-8.406508445739746	8	Dreamweaver
1.3065564632415771	7.953052520751953	4	Bachmann
18.933706283569336	-26.47136116027832	5	millionaire
14.3187255859375	-24.29937171936035	5	charismatic
-33.13170623779297	11.031586647033691	1	Miriam
-33.822723388671875	-0.9590552449226379	6	Emanuel
-36.62535858154297	3.2201647758483887	6	Dominique
-26.674400329589844	-9.742280006408691	8	mahogany
17.693010330200195	-25.513057708740234	5	inauguration
10.720256805419922	-19.879840850830078	5	strides
-19.846954345703125	2.2490551471710205	4	Haynes
-22.585067749023438	-0.972271203994751	4	Holloway
-21.376750946044922	-5.601224899291992	6	ecstasy
-18.434572219848633	23.73604965209961	1	Yvonne
-36.43857192993164	0.3557538092136383	6	Gabe
-19.37761878967285	-20.61734390258789	7	Angola
-7.36701774597168	-13.008280754089355	8	Ulster
-34.39696502685547	-2.8200230598449707	6	Morales
2.8886189460754395	24.077484130859375	8	Galloway
9.250861167907715	-40.549007415771484	10	Masonic
33.24951934814453	33.63337326049805	9	Rockville
9.090439796447754	-27.609882354736328	5	Blackout
7.590743064880371	15.671320915222168	8	Honeywell
